reviews,ratings,votes,class,classnum
Excellent and well structured even for a person like me who has no prior knowledge in the field of Data Analytics.,5,0,good,1
A<U+200B>mazing course so far!! I′m waiting to keep going learning more about this amazing world called: Data Analytics!!,5,0,good,1
"C'est une très bonne introduction au cours général, c'est interactif et permet au étudiant de suivre attentivement  ",5,0,good,1
V<U+200B>ery nice course. Looks like a solid base for gaining data analysis skills! Looking forward for the next course!!,5,0,good,1
  Thank you so much Coursera and Google for this this great platform  learn this amazing course.Thank you once again,5,0,good,1
Wonderful tutor who was clear in their explanations and teaching at a reasonable pace and good information overall,5,0,good,1
"Tony was a wonderful instructor for the first course - I liked his pace, his examples, and his presentation style. ",5,0,good,1
Excellent Foundational course. Loved the content and simplicity of this course Can't wait to take on the next one!,5,0,good,1
"Great intro to data analytics, examples were made easy to understand. Suitable for beginners with zero experience.",5,0,good,1
Great course to introduce you to Data Analytics! The learning dynamics motivates you to keep going and learn more.,5,0,good,1
It's the best beginner course for data analytics. This course will give high level idea of what data analytics is.,5,0,good,1
Thanks so much. I've learned a lot. Thank you to the instructor and staff to make the lectures easy to understand.,5,0,good,1
"Enjoyed my experience. Between videos, self reading and labs, a great method in understanding the course material.",5,0,good,1
"Very nice start of the specializiation, a bit boring sometimes but with a lot of good concepts about data analysis",5,0,good,1
Great Insight.,5,0,good,1
"Great course, this course will definitely build curiosity in those who are starting to learn about data analysis.",5,0,good,1
A good introduction to data analytics.,5,0,good,1
The course is a fantastic Start-up platform for getting initiated in Data Analytics Skill. Really a superb Course,5,0,good,1
This course was fun and got me excited to learn about collecting data and moving on to another course. Thank you. ,5,0,good,1
Excellent first course. Really gives you an overall idea of what to expect to learn on this google certification. ,5,0,good,1
"A<U+200B>mazingly well planned and organized course, with very nice teachers. One of the best learning experiences ever. ",5,0,good,1
"The lecturer gives me a clear explanation about data analysis with an abundant examples. Thank you so much, Tony!",5,0,good,1
"Excelente curso, me mostrou uma área nova para atuar e que estou muito interessado para seguir nos outros módulos",5,0,good,1
Very good introduction! Nothing too specific and a good overview + there was a good balance of readings & videos. ,5,0,good,1
"As a novice in the field of data analysis, this course provided a clean, simple introduction into this new world.",5,0,good,1
It′s a great introduction to the career. You get to know the skills and tools that every data analytics will use.,5,0,good,1
Straight forward and easy to follow along. I feel like I'm getting a strong foundation in data and data analysis.,5,0,good,1
